           1     0.651834   0.00734789           -1
           1     0.860502     0.443276            1
           1    0.0105246      0.26837           -1
           1     0.926054     0.404047            1
           1     0.669734     0.963016            1
           1     0.481181     0.680939            1
           1     0.654058     0.958382            1
           1     0.239037     0.710472           -1
           1     0.470759     0.503299           -1
           1     0.480363     0.439452           -1
           1    0.0598395    0.0780816           -1
           1     0.637832     0.512205            1
           1     0.113968    0.0485152           -1
           1     0.288655     0.652418           -1
           1     0.661929     0.946144            1
           1     0.891332     0.895518            1
           1     0.575177     0.158298           -1
           1     0.850899     0.875108            1
           1     0.203318     0.917935            1
           1     0.593365     0.694992            1
           1     0.193587     0.288048           -1
           1       0.3436     0.045359           -1
           1     0.975434     0.585318            1
           1     0.178593    0.0529478           -1
           1     0.167006     0.586444           -1
           1     0.670041     0.985885            1
           1      0.29801     0.899991            1
           1     0.398915     0.700011            1
           1    0.0404988     0.781701           -1
           1    0.0540295     0.435972           -1
           1     0.463673     0.792047            1
           1       0.7066      0.19352           -1
           1     0.250158    0.0740601           -1
           1     0.267954      0.72453           -1
           1     0.708805     0.227208           -1
           1      0.98151    0.0545429            1
           1     0.809382     0.132571           -1
           1     0.262874     0.570263           -1
           1      0.20567     0.882902            1
           1    0.0195344     0.208345           -1
           1     0.746584   0.00519311           -1
           1       0.8843     0.739313            1
           1     0.358323     0.201873           -1
           1     0.414967      0.52796           -1
           1     0.151049     0.944493            1
           1     0.146752      0.84481           -1
           1     0.762303     0.413049            1
           1     0.551105      0.20281           -1
           1     0.293946     0.167244           -1
           1     0.744138      0.13579           -1
           1     0.783638    0.0299709           -1
           1     0.153538     0.928056            1
           1     0.502129     0.994123            1
           1     0.454441     0.727942            1
           1     0.973422     0.249458            1
           1     0.032689    0.0557211           -1
           1     0.557119     0.747768            1
           1     0.181855     0.417355           -1
           1     0.561126     0.553132            1
           1     0.174081     0.649145           -1
           1     0.202536  0.000801435           -1
           1     0.315299     0.337027           -1
           1     0.270064     0.494644           -1
           1     0.545522     0.326021           -1
           1     0.922194     0.199654            1
           1     0.631039     0.312112           -1
           1     0.705213     0.290719           -1
           1     0.643823     0.966727            1
           1     0.351601     0.494592           -1
           1     0.193644     0.137586           -1
           1     0.331092      0.52394           -1
           1     0.855756     0.184501            1
           1     0.569484    0.0966039           -1
           1     0.225293     0.328843           -1
           1     0.339676     0.386712           -1
           1     0.635746     0.838797            1
           1     0.193504     0.759217           -1
           1     0.237803     0.481189           -1
           1     0.887437     0.209591            1
           1     0.298088     0.446473           -1
           1     0.632616     0.992328            1
           1     0.416229     0.239635           -1
           1     0.662191     0.349303            1
           1     0.900448     0.731169            1
           1     0.800034   0.00973621           -1
           1     0.721777     0.745496            1
           1     0.245309    0.0706142           -1
           1      0.86451     0.539643            1
           1     0.591553     0.320896           -1
           1     0.901823     0.278852            1
           1      0.49385     0.689694            1
           1     0.892278    0.0443224           -1
           1     0.149116     0.276887           -1
           1     0.395167     0.749436            1
           1    0.0977086     0.289125           -1
           1     0.800376     0.763471            1
           1     0.703426     0.937988            1
           1     0.843069     0.356213            1
           1     0.147786     0.498366           -1
           1     0.769328     0.334917            1
